work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023,data devops engineer,data engineering,eur,88000,95012,germany,mid-level,full-time,hybrid,germany,l
2023,data architect,data architecture and modeling,usd,186000,186000,united states,senior,full-time,in-person,united states,m
2023,data architect,data architecture and modeling,usd,81800,81800,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,212000,212000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,93300,93300,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,130000,130000,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,100000,100000,united states,senior,full-time,remote,united states,m
2023,machine learning researcher,machine learning and ai,usd,224400,224400,united states,mid-level,full-time,in-person,united states,m
2023,machine learning researcher,machine learning and ai,usd,138700,138700,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,210000,210000,united states,executive,full-time,remote,united states,m
2023,data engineer,data engineering,usd,168000,168000,united states,executive,full-time,remote,united states,m
2023,machine learning engineer,machine learning and ai,usd,224400,224400,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,138700,138700,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,gbp,35000,43064,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,data scientist,data science and research,gbp,30000,36912,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,data analyst,data analysis,usd,95000,95000,united states,entry-level,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,75000,75000,united states,entry-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,300000,300000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,234000,234000,united states,senior,full-time,in-person,united states,m
2023,analytics engineer,leadership and management,usd,140000,140000,united states,mid-level,full-time,in-person,united states,m
2023,analytics engineer,leadership and management,usd,120000,120000,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,204500,204500,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,142200,142200,united states,mid-level,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,155000,155000,united states,mid-level,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,110000,110000,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,266500,266500,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,152000,152000,united states,senior,full-time,in-person,united states,m
2023,applied scientist,data science and research,usd,222200,222200,united states,mid-level,full-time,in-person,united states,l
2023,applied scientist,data science and research,usd,136000,136000,united states,mid-level,full-time,in-person,united states,l
2023,machine learning engineer,machine learning and ai,usd,273400,273400,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,182200,182200,united states,senior,full-time,in-person,united states,m
2023,bi developer,bi and visualization,usd,167500,167500,united states,senior,full-time,in-person,united states,m
2023,bi developer,bi and visualization,usd,106500,106500,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,185900,185900,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,129300,129300,united states,senior,full-time,in-person,united states,m
2023,business intelligence engineer,bi and visualization,usd,185000,185000,united states,mid-level,full-time,in-person,united states,l
2023,business intelligence engineer,bi and visualization,usd,79600,79600,united states,mid-level,full-time,in-person,united states,l
2023,data engineer,data engineering,usd,122000,122000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,94500,94500,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,247300,247300,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,139700,139700,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,176000,176000,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,100000,100000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,204500,204500,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,142200,142200,united states,senior,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,247600,247600,united states,senior,full-time,in-person,united states,l
2023,research scientist,data science and research,usd,127300,127300,united states,senior,full-time,in-person,united states,l
2023,data scientist,data science and research,usd,223400,223400,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,186200,186200,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,167500,167500,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,106500,106500,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,185900,185900,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,129300,129300,united states,senior,full-time,in-person,united states,m
2023,research analyst,data science and research,usd,72000,72000,united states,entry-level,full-time,remote,united states,m
2023,research analyst,data science and research,usd,64000,64000,united states,entry-level,full-time,remote,united states,m
2023,analytics engineer,leadership and management,usd,179820,179820,united states,senior,full-time,in-person,united states,m
2023,analytics engineer,leadership and management,usd,143860,143860,united states,senior,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,283050,283050,united states,senior,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,188700,188700,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,133000,133000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,58400,58400,united states,mid-level,full-time,in-person,united states,m
2023,research engineer,data science and research,usd,141298,141298,united states,senior,full-time,in-person,united states,m
2023,research engineer,data science and research,usd,115607,115607,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,100000,100000,united states,entry-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,266500,266500,canada,senior,full-time,in-person,canada,m
2023,machine learning engineer,machine learning and ai,usd,144400,144400,canada,senior,full-time,in-person,canada,m
2023,data engineer,data engineering,gbp,58000,71363,united kingdom,senior,full-time,in-person,united kingdom,m
2023,data engineer,data engineering,gbp,45000,55368,united kingdom,senior,full-time,in-person,united kingdom,m
2023,research scientist,data science and research,usd,287500,287500,united states,senior,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,156000,156000,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,90000,90000,united states,mid-level,full-time,remote,united states,m
2023,data analyst,data analysis,usd,70000,70000,united states,mid-level,full-time,remote,united states,m
2023,data engineer,data engineering,usd,199000,199000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,162000,162000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,170884,170884,united states,mid-level,full-time,remote,united states,m
2023,data engineer,data engineering,usd,113923,113923,united states,mid-level,full-time,remote,united states,m
2023,data engineer,data engineering,usd,184000,184000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,123000,123000,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,235750,235750,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,174250,174250,united states,senior,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,165000,165000,united states,mid-level,full-time,remote,united states,m
2023,research scientist,data science and research,usd,118800,118800,united states,mid-level,full-time,remote,united states,m
2023,data engineer,data engineering,usd,225000,225000,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,150000,150000,united states,senior,full-time,remote,united states,m
2023,machine learning engineer,machine learning and ai,usd,213900,213900,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,116800,116800,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,220000,220000,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,150000,150000,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,150000,150000,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,100000,100000,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,247500,247500,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,172200,172200,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,155000,155000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,120000,120000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,226700,226700,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,133300,133300,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,184000,184000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,123000,123000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,130000,130000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,117000,117000,united states,senior,full-time,in-person,united states,m
2023,data science engineer,data science and research,usd,160000,160000,united states,senior,full-time,remote,united states,m
2023,data science engineer,data science and research,usd,140000,140000,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,166000,166000,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,73000,73000,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,185900,185900,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,129300,129300,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,130000,130000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,104000,104000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,143000,143000,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,116000,116000,united states,senior,full-time,remote,united states,m
2023,research scientist,data science and research,usd,220000,220000,united states,mid-level,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,180000,180000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,215000,215000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,200000,200000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,253000,253000,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,131000,131000,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,220000,220000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,176000,176000,united states,senior,full-time,in-person,united states,m
2023,data quality analyst,data quality and operations,gbp,40000,49216,united kingdom,entry-level,full-time,remote,united kingdom,m
2023,data quality analyst,data quality and operations,gbp,30000,36912,united kingdom,entry-level,full-time,remote,united kingdom,m
2023,data scientist,data science and research,usd,210000,210000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,147000,147000,united states,senior,full-time,in-person,united states,m
2023,data product manager,leadership and management,usd,186000,186000,united states,mid-level,full-time,in-person,united states,m
2023,data product manager,leadership and management,usd,161000,161000,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,205000,205000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,220000,220000,canada,mid-level,full-time,remote,canada,m
2023,data engineer,data engineering,usd,190000,190000,canada,mid-level,full-time,remote,canada,m
2023,data analyst,data analysis,usd,137000,137000,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,110000,110000,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,172000,172000,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,146000,146000,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,148000,148000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,99000,99000,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,150000,150000,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,105000,105000,united states,entry-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,99000,99000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,52500,52500,united states,senior,full-time,in-person,united states,m
2023,machine learning scientist,machine learning and ai,usd,180514,180514,united states,senior,full-time,remote,united states,m
2023,machine learning scientist,machine learning and ai,usd,108308,108308,united states,senior,full-time,remote,united states,m
2023,machine learning engineer,machine learning and ai,usd,210000,210000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,147000,147000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,290300,290300,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,196685,196685,united states,senior,full-time,in-person,united states,m
2023,ai engineer,machine learning and ai,usd,220000,220000,united states,senior,full-time,in-person,united states,m
2023,ai engineer,machine learning and ai,usd,176000,176000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,175000,175000,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,130000,130000,united states,mid-level,full-time,in-person,united states,m
2023,data architect,data architecture and modeling,usd,185000,185000,united states,senior,full-time,in-person,united states,m
2023,data architect,data architecture and modeling,usd,150000,150000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,145000,145000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,115000,115000,united states,senior,full-time,in-person,united states,m
2023,mlops engineer,machine learning and ai,usd,133000,133000,united states,entry-level,full-time,in-person,united states,m
2023,mlops engineer,machine learning and ai,usd,58300,58300,united states,entry-level,full-time,in-person,united states,m
2023,analytics engineer,leadership and management,usd,115000,115000,united states,senior,full-time,in-person,united states,m
2023,analytics engineer,leadership and management,usd,95000,95000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,gbp,89600,110244,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,data engineer,data engineering,gbp,32000,39372,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,data scientist,data science and research,eur,40000,43187,spain,entry-level,full-time,in-person,spain,m
2023,data scientist,data science and research,eur,29000,31310,spain,entry-level,full-time,in-person,spain,m
2023,data analyst,data analysis,gbp,75000,92280,united kingdom,entry-level,full-time,in-person,united kingdom,m
2023,data analyst,data analysis,gbp,55000,67672,united kingdom,entry-level,full-time,in-person,united kingdom,m
2023,data scientist,data science and research,eur,70000,75577,ireland,senior,full-time,hybrid,ireland,l
2023,deep learning engineer,machine learning and ai,cad,409500,303387,canada,senior,full-time,remote,canada,m
2023,deep learning engineer,machine learning and ai,cad,135000,100017,canada,senior,full-time,remote,canada,m
2023,data engineer,data engineering,usd,230300,230300,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,140000,140000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,124935,124935,south africa,senior,full-time,in-person,south africa,m
2023,data engineer,data engineering,usd,76050,76050,south africa,senior,full-time,in-person,south africa,m
2023,data scientist,data science and research,usd,224800,224800,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,131100,131100,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,258000,258000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,171000,171000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,196000,196000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,121000,121000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,195800,195800,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,171500,171500,united states,senior,full-time,in-person,united states,m
2023,data modeler,data architecture and modeling,usd,166000,166000,united states,mid-level,full-time,in-person,united states,m
2023,data modeler,data architecture and modeling,usd,73100,73100,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,220000,220000,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,160000,160000,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,85000,85000,united states,entry-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,65000,65000,united states,entry-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,220000,220000,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,100000,100000,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,185000,185000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,152000,152000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,eur,45000,48585,spain,senior,full-time,in-person,spain,m
2023,data scientist,data science and research,eur,36000,38868,spain,senior,full-time,in-person,spain,m
2023,research engineer,data science and research,usd,220000,220000,united states,mid-level,full-time,in-person,united states,m
2023,research engineer,data science and research,usd,100000,100000,united states,mid-level,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,110000,110000,poland,senior,full-time,remote,poland,m
2023,data analyst,data analysis,usd,80000,80000,poland,senior,full-time,remote,poland,m
2023,data analyst,data analysis,gbp,30000,36912,united kingdom,senior,full-time,remote,united kingdom,s
2023,data scientist,data science and research,usd,150200,150200,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,71000,71000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,167200,167200,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,133000,133000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,58400,58400,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,135000,135000,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,110000,110000,united states,mid-level,full-time,in-person,united states,m
2023,data product owner,leadership and management,gbp,85000,104584,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,data product owner,leadership and management,gbp,60000,73824,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,data scientist,data science and research,usd,187415,187415,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,114080,114080,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,166000,166000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,73100,73100,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,306400,306400,canada,senior,full-time,in-person,canada,m
2023,machine learning engineer,machine learning and ai,usd,168700,168700,canada,senior,full-time,in-person,canada,m
2023,data analyst,data analysis,gbp,26800,32974,united kingdom,entry-level,full-time,in-person,united kingdom,m
2023,data analyst,data analysis,usd,165000,165000,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,140000,140000,united states,senior,full-time,remote,united states,m
2023,analytics engineer,leadership and management,usd,150000,150000,united states,mid-level,full-time,remote,united states,m
2023,data analyst,data analysis,usd,167000,167000,united states,mid-level,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,121000,121000,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,190200,190200,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,95100,95100,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,133000,133000,united states,entry-level,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,58400,58400,united states,entry-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,90000,90000,united states,mid-level,full-time,remote,united states,m
2023,data engineer,data engineering,usd,70000,70000,united states,mid-level,full-time,remote,united states,m
2023,data scientist,data science and research,usd,73100,73100,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,135000,135000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,100000,100000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,180514,180514,united kingdom,senior,full-time,remote,united kingdom,m
2023,data engineer,data engineering,usd,108308,108308,united kingdom,senior,full-time,remote,united kingdom,m
2023,machine learning engineer,machine learning and ai,usd,294000,294000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,192000,192000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,266000,266000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,167000,167000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,200000,200000,united states,senior,full-time,remote,united states,m
2023,machine learning engineer,machine learning and ai,usd,150000,150000,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,163800,163800,united states,entry-level,full-time,remote,united states,m
2023,data analyst,data analysis,usd,88200,88200,united states,entry-level,full-time,remote,united states,m
2023,data analyst,data analysis,usd,180400,180400,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,138800,138800,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,gbp,55000,67672,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,data analyst,data analysis,gbp,45000,55368,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,machine learning engineer,machine learning and ai,usd,319000,319000,united states,senior,full-time,remote,united states,m
2023,machine learning engineer,machine learning and ai,usd,206000,206000,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,215000,215000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,142000,142000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,266000,266000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,167000,167000,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,140130,140130,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,84870,84870,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,178300,178300,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,105400,105400,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,215000,215000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,142000,142000,united states,senior,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,240000,240000,united states,senior,full-time,remote,united states,m
2023,research scientist,data science and research,usd,210000,210000,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,150000,150000,united states,mid-level,full-time,in-person,united states,m
2023,data science consultant,data science and research,usd,116000,116000,united states,senior,full-time,in-person,united states,m
2023,data science consultant,data science and research,usd,90000,90000,united states,senior,full-time,in-person,united states,m
2023,data science consultant,data science and research,usd,145000,145000,united states,senior,full-time,in-person,united states,m
2023,data science consultant,data science and research,usd,128000,128000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,154000,154000,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,126000,126000,united states,senior,full-time,remote,united states,m
2023,machine learning scientist,machine learning and ai,usd,240000,240000,united states,senior,full-time,in-person,united states,m
2023,machine learning scientist,machine learning and ai,usd,157250,157250,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,219650,219650,united states,executive,full-time,remote,united states,m
2023,data engineer,data engineering,usd,136000,136000,united states,executive,full-time,remote,united states,m
2023,machine learning engineer,machine learning and ai,usd,180000,180000,united states,mid-level,full-time,remote,united states,m
2023,machine learning engineer,machine learning and ai,usd,125000,125000,united states,mid-level,full-time,remote,united states,m
2023,data scientist,data science and research,usd,247600,247600,united states,senior,full-time,in-person,united states,l
2023,data scientist,data science and research,usd,127300,127300,united states,senior,full-time,in-person,united states,l
2023,data scientist,data science and research,usd,60000,60000,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,55000,55000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,250000,250000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,125000,125000,united states,mid-level,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,190000,190000,united states,senior,full-time,remote,united states,m
2023,machine learning engineer,machine learning and ai,usd,170000,170000,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,202600,202600,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,168800,168800,united states,senior,full-time,remote,united states,m
2023,data engineer,data engineering,usd,132000,132000,united states,mid-level,full-time,remote,united states,m
2023,data engineer,data engineering,usd,111000,111000,united states,mid-level,full-time,remote,united states,m
2023,data scientist,data science and research,usd,203000,203000,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,127000,127000,united states,senior,full-time,remote,united states,m
2023,business intelligence analyst,bi and visualization,usd,125009,125009,united states,mid-level,full-time,remote,united states,m
2023,business intelligence analyst,bi and visualization,usd,83339,83339,united states,mid-level,full-time,remote,united states,m
2023,data analyst,data analysis,usd,112200,112200,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,91800,91800,united states,senior,full-time,remote,united states,m
2023,machine learning engineer,machine learning and ai,usd,200000,200000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,160000,160000,united states,senior,full-time,in-person,united states,m
2023,ai developer,machine learning and ai,eur,150000,161952,france,senior,full-time,hybrid,france,m
2023,data engineer,data engineering,usd,160000,160000,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,133000,133000,united states,entry-level,part-time,in-person,united states,m
2023,data scientist,data science and research,usd,58300,58300,united states,entry-level,part-time,in-person,united states,m
2023,data engineer,data engineering,usd,254000,254000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,159000,159000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,170000,170000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,85000,85000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,130500,130500,united states,mid-level,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,116000,116000,united states,mid-level,full-time,in-person,united states,m
2023,research analyst,data science and research,usd,81400,81400,united states,entry-level,full-time,remote,united states,m
2023,research analyst,data science and research,usd,43500,43500,united states,entry-level,full-time,remote,united states,m
2023,data engineer,data engineering,usd,169000,169000,united states,mid-level,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,92000,92000,united states,mid-level,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,166000,166000,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,73100,73100,united states,senior,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,190000,190000,united states,senior,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,165000,165000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,305600,305600,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,146600,146600,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,150000,150000,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,120000,120000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,275000,275000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,146400,146400,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,208500,208500,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,165000,165000,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,258700,258700,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,172500,172500,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,185000,185000,united states,senior,full-time,remote,united states,m
2023,business intelligence analyst,bi and visualization,usd,198200,198200,united states,senior,full-time,in-person,united states,m
2023,business intelligence analyst,bi and visualization,usd,110200,110200,united states,senior,full-time,in-person,united states,m
2023,machine learning researcher,machine learning and ai,usd,166000,166000,united states,senior,full-time,in-person,united states,m
2023,machine learning researcher,machine learning and ai,usd,73100,73100,united states,senior,full-time,in-person,united states,m
2023,machine learning researcher,machine learning and ai,usd,212000,212000,united states,senior,full-time,in-person,united states,m
2023,machine learning researcher,machine learning and ai,usd,93300,93300,united states,senior,full-time,in-person,united states,m
2023,ai engineer,machine learning and ai,usd,212000,212000,united states,senior,full-time,in-person,united states,m
2023,ai engineer,machine learning and ai,usd,93300,93300,united states,senior,full-time,in-person,united states,m
